title,comm_add,price_det,unit_price,size,buildTime,detail_link
^^^^^^
海东新城 新一手房^李翠新^60^4444元/m²^135m²^^http://dali.anjuke.com/prop/view/E332112305?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=33&now_time=1492419410
开发区三豪花园130㎡标准四房85万急卖^三豪花园  [大理市-大理市 苍山路]^85^6538元/m²^130m²^^http://dali.anjuke.com/prop/view/E327785117?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=34&now_time=1492419410
大理市海东新城市政府带队前往居住买到就是赚到^韩银江^88^4378元/m²^201m²^^http://dali.anjuke.com/prop/view/E331780333?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=35&now_time=1492419410
Y大理市文化路预备役 4室2厅2卫 120㎡^小杨^85^7083元/m²^120m²^^http://dali.anjuke.com/prop/view/E329921142?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=36&now_time=1492419410
市中心精装4房全明户型南北通透几面采光超高性价鸿泰花园^鸿泰花园  [大理市-大理市 建设路]^94^7580元/m²^124m²^^http://dali.anjuke.com/prop/view/E331292314?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=37&now_time=1492419410
大理新城海景花园洋房参与团购优惠多,海东城^李光翔^55^3956元/m²^139m²^^http://dali.anjuke.com/prop/view/E323339949?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=38&now_time=1492419410
大理市沧澜路工行宿 4室2厅2卫 110㎡^韩芳^78^7090元/m²^110m²^^http://dali.anjuke.com/prop/view/E320562798?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=39&now_time=1492419410
大理市新世纪花园 4室2厅2卫 160平米^自翠德^98^6125元/m²^160m²^^http://dali.anjuke.com/prop/view/H326405409?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=40&now_time=1492419410
大理市河畔金色 4室2厅2卫 132平^河畔金色  [大理市-大理市 市中心]^88^6666元/m²^132m²^^http://dali.anjuke.com/prop/view/E328517501?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=41&now_time=1492419410
大理市三豪花园 4室2厅2卫 133㎡^三豪花园  [大理市-大理市 苍山路]^85^6390元/m²^133m²^^http://dali.anjuke.com/prop/view/E329420611?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=42&now_time=1492419410
建标华城海琴 4室全新毛坯 超值出售^建标华城海琴湾  [大理市-大理市 开发区]^77^4556元/m²^169m²^^http://dali.anjuke.com/prop/view/E329401442?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=43&now_time=1492419410
市中心楼梯房子诚心出售;无税 格局好^鸿泰花园  [大理市-大理市 建设路]^93^7560元/m²^123m²^^http://dali.anjuke.com/prop/view/E327815805?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=44&now_time=1492419410
大理市斜阳小区工行 4室2厅 大户型 南北通风采光好业主诚心^何罗芬^80^7017元/m²^114m²^^http://dali.anjuke.com/prop/view/E330670182?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=45&now_time=1492419410
大理市外滩名著 4室2厅2卫 145㎡其它户型丰富 详情咨询^曾光^75^5172元/m²^145m²^^http://dali.anjuke.com/prop/view/E321489308?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=46&now_time=1492419410
大理市关平路质监局 4室2厅2卫 120㎡^刘娜^90^7500元/m²^120m²^^http://dali.anjuke.com/prop/view/E324282004?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=47&now_time=1492419410
大理市泰安路河畔金 4室2厅2卫 132㎡^泰安路河畔金色  [大理市-大理市 河畔金色]^88^6666元/m²^132m²^^http://dali.anjuke.com/prop/view/E324358185?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=48&now_time=1492419410
市中心楼梯房子诚心出售 无税^鸿泰花园  [大理市-大理市 建设路]^93^7560元/m²^123m²^^http://dali.anjuke.com/prop/view/E327814826?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=49&now_time=1492419410
天然气、直饮水直接入户海在公园外家在公园里海东城^白雄勉^86^4455元/m²^193m²^^http://dali.anjuke.com/prop/view/E330342313?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=50&now_time=1492419410
大理市双鸳花园 精装四居室 迁居急售86万^双鸳花园  [大理市-大理市 双鸳路]^86^6370元/m²^135m²^^http://dali.anjuke.com/prop/view/E327280900?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=51&now_time=1492419410
4室端头阳光房 大户型诚心出售^杨晓燕^70^7526元/m²^93m²^^http://dali.anjuke.com/prop/view/E328445492?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=52&now_time=1492419410
惠丰瑞城4室2卫正南北朝向花园中间位置^杨宗泉^98^6758元/m²^145m²^^http://dali.anjuke.com/prop/view/E331625827?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=53&now_time=1492419410
大理市河畔金色 4室2厅2卫 132㎡^河畔金色  [大理市-大理市 市中心]^92^6969元/m²^132m²^^http://dali.anjuke.com/prop/view/E329094327?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=54&now_time=1492419410
5200一平米 带装修 全城zui低价有眼光的人看来^罗红军^66^5196元/m²^127m²^^http://dali.anjuke.com/prop/view/E331885605?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=55&now_time=1492419410
建设路边鸿泰花园123.7㎡南北通透四房94万急卖^鸿泰花园  [大理市-大理市 建设路]^94^7599元/m²^124m²^^http://dali.anjuke.com/prop/view/E327785129?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=56&now_time=1492419410
快人一步先胜利30年海东新城^韩银江^95^471元/m²^2014m²^^http://dali.anjuke.com/prop/view/E331780336?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=57&now_time=1492419410
5200一平米 带装修 全城zui低价有眼光的人看来^罗红军^66^5196元/m²^127m²^^http://dali.anjuke.com/prop/view/E331885610?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=58&now_time=1492419410
西源小区四居室大错层出售,业主资金周转急售^李泽花^75^5319元/m²^141m²^^http://dali.anjuke.com/prop/view/E331629869?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=59&now_time=1492419410
^^^^^^
大理市龙园小区 4室2厅2卫 146㎡^龙园小区  [大理市-大理市 下关嘉士伯大道]^92^6301元/m²^146m²^^http://dali.anjuke.com/prop/view/E322079512?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=61&now_time=1492419413
大理市正阳时代广场 146平米 学区房91万 急售^正阳时代广场  [大理市-大理市 正阳时代广场]^91^6232元/m²^146m²^^http://dali.anjuke.com/prop/view/E320801853?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=62&now_time=1492419413
大理市建标华城海琴 4室2厅2卫 144.55㎡^建标华城海琴湾  [大理市-大理市 开发区]^65^4496元/m²^145m²^^http://dali.anjuke.com/prop/view/E327937527?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=63&now_time=1492419413
大理市三江雅苑 4室2厅2卫 144㎡^三江雅苑  [大理市-大理市 下关小花园]^80^5555元/m²^144m²^^http://dali.anjuke.com/prop/view/E323335692?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=64&now_time=1492419413
大理市国税局宿舍 4室2厅2卫 125㎡^国税局宿舍  [大理市-大理市 兴国路]^72^5760元/m²^125m²^^http://dali.anjuke.com/prop/view/E326972677?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=65&now_time=1492419413
大理市海东城联排别4室2厅3卫220㎡^李涛^96^4363元/m²^220m²^^http://dali.anjuke.com/prop/view/E326573048?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=66&now_time=1492419413
大理市三豪花园 4室2厅2卫 130㎡^三豪花园  [大理市-大理市 苍山路]^85^6538元/m²^130m²^^http://dali.anjuke.com/prop/view/E332049442?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=67&now_time=1492419413
大理市三江雅苑 4室2厅2卫 140㎡^三江雅苑  [大理市-大理市 下关小花园]^80^5714元/m²^140m²^^http://dali.anjuke.com/prop/view/E331155555?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=68&now_time=1492419413
海东新城 4室 155m²，免中介*^罗枝红^61^3903元/m²^155m²^^http://dali.anjuke.com/prop/view/E325492524?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=69&now_time=1492419413
海东城叠加别墅 现有10套 有可看海的 优惠大^韩银江^89^4427元/m²^201m²^^http://dali.anjuke.com/prop/view/E331780334?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=70&now_time=1492419413
大理市南地观天下 4室2厅2卫 127㎡^南地观天下  [大理市-大理市 开发区]^63^4960元/m²^127m²^^http://dali.anjuke.com/prop/view/E330602044?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=71&now_time=1492419413
鑫源小区 火车站附近 小高层 精装修 房东诚心出售^鑫源小区  [大理市-大理市 大理火车站旁]^87^6575元/m²^132m²^^http://dali.anjuke.com/prop/view/E330945948?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=72&now_time=1492419413
大理市海东城联排别4室2厅3卫220㎡^李涛^96^4363元/m²^220m²^^http://dali.anjuke.com/prop/view/E326310104?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=73&now_time=1492419413
海东新城天然气入户自来水直引四所大学六所高中配^小赵^62^3974元/m²^156m²^^http://dali.anjuke.com/prop/view/E330338380?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=74&now_time=1492419413
大理市建标华城海琴 4室2厅2卫 144㎡^建标华城海琴湾  [大理市-大理市 开发区]^75^5208元/m²^144m²^^http://dali.anjuke.com/prop/view/E328793317?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=75&now_time=1492419413
惠丰新城昭园内滇纺产宿舍 4室 84m²^罗枝红^75^8928元/m²^84m²^^http://dali.anjuke.com/prop/view/E325492525?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=76&now_time=1492419413
河畔金色四室二厅海景房仅95万^河畔金色  [大理市-大理市 市中心]^95^7164元/m²^133m²^^http://dali.anjuke.com/prop/view/E329312051?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=77&now_time=1492419413
惠丰新城昭园内滇纺产宿舍 4室 84m²^罗枝红^75^8928元/m²^84m²^^http://dali.anjuke.com/prop/view/E325492522?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=78&now_time=1492419413
大理市海东新城4室2厅2卫190㎡^字文桦^74^3894元/m²^190m²^^http://dali.anjuke.com/prop/view/E325916876?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=79&now_time=1492419413
大理市颐和居 4室2厅2卫 130㎡^颐和居  [大理市-大理市 双鸳路]^95^7307元/m²^130m²^^http://dali.anjuke.com/prop/view/E329789477?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=80&now_time=1492419413
大理市正阳时代广场 4室2厅2卫 126㎡^正阳时代广场  [大理市-大理市 正阳时代广场]^86^6825元/m²^126m²^^http://dali.anjuke.com/prop/view/E320887387?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=81&now_time=1492419413
三豪花园 dda大4房130㎡南北朝向 带家具^三豪花园  [大理市-大理市 苍山路]^80^6153元/m²^130m²^^http://dali.anjuke.com/prop/view/E326837974?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=82&now_time=1492419413
惠丰瑞城楼层好采光佳^杨建龙^99^7643元/m²^129m²^^http://dali.anjuke.com/prop/view/E329625697?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=83&now_time=1492419413
宾川鑫盛小区 超值房源^张先生^56^3010元/m²^186m²^^http://dali.anjuke.com/prop/view/H329342061?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=84&now_time=1492419413
山水丽都 4室2厅2卫^武某^98^6901元/m²^142m²^^http://dali.anjuke.com/prop/view/H331326228?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=85&now_time=1492419413
六中旁学区房^李伟^86^6615元/m²^130m²^^http://dali.anjuke.com/prop/view/E329280317?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=86&now_time=1492419413
大理市海东新城156㎡四房仅售66万^应红旺^66^4230元/m²^156m²^^http://dali.anjuke.com/prop/view/E331154906?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=87&now_time=1492419413
大理市三江雅苑 4室2厅2卫 140㎡^三江雅苑  [大理市-大理市 下关小花园]^78^5571元/m²^140m²^^http://dali.anjuke.com/prop/view/E328401161?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=88&now_time=1492419413
山水丽都 4室 143m²跃层 房东诚心出售^安新^98^6853元/m²^143m²^^http://dali.anjuke.com/prop/view/E325728094?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=89&now_time=1492419413
河畔金色4室2厅2卫132平米海景房低价抛65.6万！^河畔金色  [大理市-大理市 市中心]^66^4969元/m²^132m²^^http://dali.anjuke.com/prop/view/E325578207?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=90&now_time=1492419413
建标华城 4室(小高层双证齐全*)140㎡房东急售^建标华城  [大理市-大理市 龙山办公区东侧]^68^4857元/m²^140m²^^http://dali.anjuke.com/prop/view/E331196889?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=91&now_time=1492419413
100多万的别墅 大理也没有多少了 赶紧赶快^大理公馆  [大理市-大理市 不可错过的好房]^96^4776元/m²^201m²^^http://dali.anjuke.com/prop/view/E331790180?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=92&now_time=1492419413
大理市龙溪苑 4室2厅1卫 136㎡^龙溪苑  [大理市-大理市 龙溪路水果批发市场对面]^80^5882元/m²^136m²^^http://dali.anjuke.com/prop/view/E328387213?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=93&now_time=1492419413
大理市自由派 4室2厅2卫 89㎡^罗清^59^6629元/m²^89m²^^http://dali.anjuke.com/prop/view/E320624005?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=94&now_time=1492419413
大理市南帝观天下4室2厅2卫130平米全新毛坯低价急售^南帝观天下  [大理市-大理市 巍山路与沧浪路口]^64^5000元/m²^128m²^^http://dali.anjuke.com/prop/view/E326076558?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=95&now_time=1492419413
大理市惠丰瑞城 4室2厅2卫 129㎡^李师^98^7596元/m²^129m²^^http://dali.anjuke.com/prop/view/E325716783?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=96&now_time=1492419413
大理市万花路教师公 4室2厅2卫 90㎡^万花路教师公寓  [大理市-大理市 万花路教师公寓]^84^9333元/m²^90m²^^http://dali.anjuke.com/prop/view/E323336728?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=97&now_time=1492419413
大理市南帝观天下 4室2厅2卫 126㎡ 低价出售^南帝观天下  [大理市-大理市 巍山路与沧浪路口]^63^5000元/m²^126m²^^http://dali.anjuke.com/prop/view/E326187695?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=98&now_time=1492419413
海东新城 4室 150m²^阿朝伟^60^4000元/m²^150m²^^http://dali.anjuke.com/prop/view/E324462512?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=99&now_time=1492419413
(出售) 海东新城 天然气入户自来水直引 四所大学六所高中配^阿志翔^70^4516元/m²^155m²^^http://dali.anjuke.com/prop/view/E330628590?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=100&now_time=1492419413
大理市鸿泰花园 4室2厅2卫 123㎡^鸿泰花园  [大理市-大理市 建设路]^96^7804元/m²^123m²^^http://dali.anjuke.com/prop/view/E329794675?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=101&now_time=1492419413
下关市区 85万购下关四室二厅的的楼梯房已满二年^石化小区  [大理市-大理市 下关大理建材城]^85^5555元/m²^153m²^^http://dali.anjuke.com/prop/view/E330031699?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=102&now_time=1492419413
大理市海东新城未来CBD一手无税花园别墅带花园露台^左左^86^4479元/m²^192m²^^http://dali.anjuke.com/prop/view/E329947889?from=structured_dict&spread=filtersearch_p&ab=expclick-AJKERSHOUFANG_101_sortrand_desc&position=103&now_time=1492419413
